"ID","X","Y","Date","OCSKGM","type","top","OCSKGM2015","OCSKGM2014","OCSKGM2013","OCSKGM2012","OCSKGM2011","OCSKGM2010","OCSKGM2009","OCSKGM2008","OCSKGM2007","OCSKGM2006","OCSKGM2005"
"data1206",-60.829444,-30.694722,1994-01-01,6.22784455882372,"SP",0,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372,6.22784455882372
"data1207",-63.2208,-34.4117,1978-08-24,4.58684747148321,"SP",0,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331,3.87588611340331
"data1208",-64.2053,-32.4903,1985-03-22,4.92949448601685,"SP",0,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128,3.46968877741128
"data1209",-61.576389,-36.219278,2010-09-29,3.68517957364807,"SP",0,3.85101265446223,3.82337380765987,3.79573496085751,3.76809611405515,3.74045726725279,3.71281842045043,3.74045726725279,3.76809611405515,3.73004663495724,3.69199715585932,3.6539476767614
"data1210",-64.2258,-30.8136,2000-03-13,5.72443340423686,"SP",0,5.18453919214967,5.16793833527738,5.15133747840509,5.1347366215328,5.11813576466052,5.10153490778823,5.08493405091594,5.06833319404366,5.05173233717137,5.12900646369516,5.20628059021896
"data1211",-62.9,-32.7667,1969-10-17,6.03762822316623,"SP",0,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523,5.78247805445523
"data1212",-63.9231,-32.4911,1979-10-18,4.29065512741886,"SP",0,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551,3.42883413852551
"data1213",-62.5072,-31.7436,1974-03-22,5.12170014548811,"SP",0,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182,4.46704443289182
"data1214",-62.9342,-33.3036,1970-11-18,4.30276061423016,"SP",0,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387,4.05956858431387
"data1215",-57.919167,-38.143333,1980-12-03,9.06471414553478,"SP",0,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531,7.37867731446531
"data1216",-61.076031,-37.207754,1982-05-15,7.07428882572642,"SP",0,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642,7.07428882572642
"data1217",-61.530222,-36.177194,2010-09-29,6.312258670422,"SP",0,6.59631031059099,6.54896837056282,6.50162643053466,6.45428449050649,6.40694255047833,6.35960061045016,6.40694255047833,6.45428449050649,6.38911041973439,6.32393634896228,6.25876227819017
"data1218",-62.6758,-33.7106,1972-06-08,5.97054339794453,"SP",0,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333,5.46280838738333
"data1219",-63.4658,-33.3625,1986-11-11,6.15469152857165,"SP",0,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084,4.24897746243084
"data1220",-62.7328,-33.5517,1972-03-21,3.9976343954835,"SP",0,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158,3.65767556649158
